ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,LL_Code,Classification,Family_Glottocode,Family_Name,Language_Glottocode,Language_Name,Level,Status
kuri1271,Kuril Ainu,Eurasia,49.401648,154.722412,kuri1271,,,ainu1252/hokk1250,ainu1252,Ainu,kuri1271,Kuril Ainu,language,extinct
ainu1240,Hokkaido Ainu,Eurasia,43.633654,142.46167,ainu1240,ain,ain,ainu1252/hokk1250,ainu1252,Ainu,ainu1240,Hokkaido Ainu,language,nearly extinct
hokk1243,Hokkaido,Eurasia,,,hokk1243,,ain-hok,ainu1252/hokk1250/ainu1240,ainu1252,Ainu,ainu1240,Hokkaido Ainu,dialect,
tara1248,Taraika,Eurasia,,,tara1248,,ain-tar,ainu1252/hokk1250/ainu1240,ainu1252,Ainu,ainu1240,Hokkaido Ainu,dialect,
ward1246,Wardaman,Australia,-15.4155,132.604,ward1246,wrr,,yang1287,yang1287,Yangmanic,ward1246,Wardaman,language,moribund
yang1288,Yangman,Australia,-14.4964,132.52,yang1288,jng,,yang1287,yang1287,Yangmanic,yang1288,Yangman,language,extinct
dago1245,Dagoman,Australia,-15.764,132.379,dago1245,dgn,,yang1287,yang1287,Yangmanic,dago1245,Dagoman,language,extinct
ubyk1235,Ubykh,Eurasia,43.67,39.67,ubyk1235,uby,uby;ubyx,abkh1242,abkh1242,Abkhaz-Adyge,ubyk1235,Ubykh,language,extinct
abkh1243,Abkhaz-Abaza,,,,abkh1243,,,abkh1242,abkh1242,Abkhaz-Adyge,,,family,
circ1239,Circassian,,,,circ1239,,circ,abkh1242,abkh1242,Abkhaz-Adyge,,,family,
abkh1244,Abkhaz,Eurasia,43.056218,41.159115,abkh1244,abk,abk,abkh1242/abkh1243,abkh1242,Abkhaz-Adyge,abkh1244,Abkhaz,language,threatened
abaz1241,Abaza,Eurasia,44.25,42.0,abaz1241,abq,abq,abkh1242/abkh1243,abkh1242,Abkhaz-Adyge,abaz1241,Abaza,language,threatened
abzh1238,Abzhui,Eurasia,,,abzh1238,,abk-abz,abkh1242/abkh1243/abkh1244,abkh1242,Abkhaz-Adyge,abkh1244,Abkhaz,dialect,
bzyb1238,Bzyb,Eurasia,,,bzyb1238,,abk-bzy,abkh1242/abkh1243/abkh1244,abkh1242,Abkhaz-Adyge,abkh1244,Abkhaz,dialect,
samu1242,Samurzakan,Eurasia,,,samu1242,,abk-sam,abkh1242/abkh1243/abkh1244,abkh1242,Abkhaz-Adyge,abkh1244,Abkhaz,dialect,
bezs1238,Bezshagh,Eurasia,,,bezs1238,,abq-bez,abkh1242/abkh1243/abaz1241,abkh1242,Abkhaz-Adyge,abaz1241,Abaza,dialect,
tapa1256,Tapanta,Eurasia,,,tapa1256,,abq-tap,abkh1242/abkh1243/abaz1241,abkh1242,Abkhaz-Adyge,abaz1241,Abaza,dialect,
ashk1247,Ashkaraua,Eurasia,,,ashk1247,,abq-ash,abkh1242/abkh1243/abaz1241,abkh1242,Abkhaz-Adyge,abaz1241,Abaza,dialect,
adyg1241,Adyghe,Eurasia,44.0,39.33,adyg1241,ady,ady,abkh1242/circ1239,abkh1242,Abkhaz-Adyge,adyg1241,Adyghe,language,threatened
kaba1278,Kabardian,Eurasia,43.5082,43.3918,kaba1278,kbd,kbd,abkh1242/circ1239,abkh1242,Abkhaz-Adyge,kaba1278,Kabardian,language,threatened
abad1240,Abadzex,Eurasia,,,abad1240,,,abkh1242/circ1239/adyg1241,abkh1242,Abkhaz-Adyge,adyg1241,Adyghe,dialect,
natu1243,Natuzaj,Eurasia,,,natu1243,,ady-nat,abkh1242/circ1239/adyg1241,abkh1242,Abkhaz-Adyge,adyg1241,Adyghe,dialect,
shap1240,Shapsug,Eurasia,,,shap1240,,,abkh1242/circ1239/adyg1241,abkh1242,Abkhaz-Adyge,adyg1241,Adyghe,dialect,
xaku1238,Xakuchi,Eurasia,,,xaku1238,,ady-xak,abkh1242/circ1239/adyg1241,abkh1242,Abkhaz-Adyge,adyg1241,Adyghe,dialect,
bezh1247,Bezhedukh,Eurasia,,,bezh1247,,,abkh1242/circ1239/adyg1241,abkh1242,Abkhaz-Adyge,adyg1241,Adyghe,dialect,
grea1271,Greater Kabardian,Eurasia,,,grea1271,,kbd-gre,abkh1242/circ1239/kaba1278,abkh1242,Abkhaz-Adyge,kaba1278,Kabardian,dialect,
kuni1267,Kunimaipa,Papunesia,-8.09371,146.908,kuni1267,kup,kup;kunp,goil1242,goil1242,Goilalan,kuni1267,Kunimaipa,language,not endangered
taua1242,Tauade,Papunesia,-8.3486,147.094,taua1242,ttd,ttd,goil1242,goil1242,Goilalan,taua1242,Tauade,language,not endangered
weri1254,Weric,,,,weri1254,,,goil1242,goil1242,Goilalan,,,family,
bian1252,Biangai,Papunesia,-7.33882,146.765,bian1252,big,,goil1242,goil1242,Goilalan,bian1252,Biangai,language,not endangered
fuyu1242,Fuyug,Papunesia,-8.6371,147.312,fuyu1242,fuy,fuy,goil1242,goil1242,Goilalan,fuyu1242,Fuyug,language,not endangered
karu1254,Karuama,Papunesia,,,karu1254,,kup-kar,goil1242/kuni1267,goil1242,Goilalan,kuni1267,Kunimaipa,dialect,
here1255,Hereve (Lower Kunimaipa),Papunesia,,,here1255,,,goil1242/kuni1267,goil1242,Goilalan,kuni1267,Kunimaipa,dialect,
hate1239,Hate (Upper Kunimaipa),Papunesia,,,hate1239,,,goil1242/kuni1267,goil1242,Goilalan,kuni1267,Kunimaipa,dialect,
gaji1238,Gajili,Papunesia,,,gaji1238,,kup-gaj,goil1242/kuni1267,goil1242,Goilalan,kuni1267,Kunimaipa,dialect,
amam1246,Amam,Papunesia,-7.9,146.92,amam1246,,,goil1242/weri1254,goil1242,Goilalan,amam1246,Amam,language,
weri1253,Weri,Papunesia,-7.71834,146.914,weri1253,wer,wer,goil1242/weri1254,goil1242,Goilalan,weri1253,Weri,language,not endangered
biar1240,Biaru-Waria,Papunesia,,,biar1240,,wer-bia,goil1242/weri1254/weri1253,goil1242,Goilalan,weri1253,Weri,dialect,
simm1238,Sim,Papunesia,,,simm1238,,wer-sim,goil1242/weri1254/weri1253,goil1242,Goilalan,weri1253,Weri,dialect,
onoo1247,Ono (weri),Papunesia,,,onoo1247,,,goil1242/weri1254/weri1253,goil1242,Goilalan,weri1253,Weri,dialect,
yong1282,Yongolei,Papunesia,,,yong1282,,big-yon,goil1242/bian1252,goil1242,Goilalan,bian1252,Biangai,dialect,
ngow1239,Ngowiye,Papunesia,,,ngow1239,,big-ngo,goil1242/bian1252,goil1242,Goilalan,bian1252,Biangai,dialect,
west2603,West Fuyug,Papunesia,,,west2603,,fuy-wef,goil1242/fuyu1242,goil1242,Goilalan,fuyu1242,Fuyug,dialect,
cent2124,Central Udab,Papunesia,,,cent2124,,fuy-cen,goil1242/fuyu1242,goil1242,Goilalan,fuyu1242,Fuyug,dialect,
nort2928,North-South Udab,Papunesia,,,nort2928,,fuy-nsu,goil1242/fuyu1242,goil1242,Goilalan,fuyu1242,Fuyug,dialect,
nort2929,Northeast Fuyug,Papunesia,,,nort2929,,fuy-nef,goil1242/fuyu1242,goil1242,Goilalan,fuyu1242,Fuyug,dialect,
west2777,Western Jicaque,North America,15.427,-88.04,west2777,,,jica1245,jica1245,Jicaquean,west2777,Western Jicaque,language,extinct
toll1241,Tol,North America,14.6686,-87.0372,toll1241,jic,jic,jica1245,jica1245,Jicaquean,toll1241,Tol,language,shifting
vill1244,Rural Sign Language,,,,vill1244,,,sign1238,sign1238,Sign Language,,,family,
fami1234,Family Sign Language,,,,fami1234,,,sign1238,sign1238,Sign Language,,,family,
pidg1253,Pidgin Sign Language,,,,pidg1253,,,sign1238,sign1238,Sign Language,,,family,
deaf1237,Deaf Sign Language,,,,deaf1237,,,sign1238,sign1238,Sign Language,,,family,
auxi1235,Auxiliary Sign Systems,,,,auxi1235,,,sign1238,sign1238,Sign Language,,,family,
kere1299,Keresan Pueblo Indian Sign Language,North America,35.503611,-106.723333,kere1299,,,sign1238/vill1244,sign1238,Sign Language,kere1299,Keresan Pueblo Indian Sign Language,language,
urub1243,Urubú-Kaapor Sign Language,South America,-2.54091,-46.4213,urub1243,uks,uks,sign1238/vill1244,sign1238,Sign Language,urub1243,Urubú-Kaapor Sign Language,language,nearly extinct
sivi1235,Sivia Sign Language,South America,-12.51094,-73.86124,sivi1235,lsv,,sign1238/vill1244,sign1238,Sign Language,sivi1235,Sivia Sign Language,language,threatened
guin1260,Guinea-Bissau Sign Language,Africa,11.859297,-15.591553,guin1260,,,sign1238/vill1244,sign1238,Sign Language,guin1260,Guinea-Bissau Sign Language,language,
sout3305,South Rupununi Sign,South America,3.858056,-59.048261,sout3305,,,sign1238/vill1244,sign1238,Sign Language,sout3305,South Rupununi Sign,language,
mofu1251,Mofu-Gudur Sign Language,Africa,11.0,14.5,mofu1251,,,sign1238/vill1244,sign1238,Sign Language,mofu1251,Mofu-Gudur Sign Language,language,
brib1244,Bribri Sign Language,North America,9.4,-83.05,brib1244,,,sign1238/vill1244,sign1238,Sign Language,brib1244,Bribri Sign Language,language,shifting
bank1251,Ban Khor Sign Language,Eurasia,16.911,103.296,bank1251,bfk,,sign1238/vill1244,sign1238,Sign Language,bank1251,Ban Khor Sign Language,language,shifting
maun1242,Maunabudhuk and Bodhe Local Sign,Eurasia,26.92253,87.43858,maun1242,,,sign1238/vill1244,sign1238,Sign Language,maun1242,Maunabudhuk and Bodhe Local Sign,language,
tebu1240,Tebul Sign Language,Africa,14.499995,-3.499957,tebu1240,tsy,,sign1238/vill1244,sign1238,Sign Language,tebu1240,Tebul Sign Language,language,shifting
papi1256,Papiu Yanomama Sign Language,South America,2.52366,-63.24581,papi1256,,,sign1238/vill1244,sign1238,Sign Language,papi1256,Papiu Yanomama Sign Language,language,
chat1269,San Juan Quiahije Chatino Sign Language,North America,16.3,-97.316667,chat1269,,,sign1238/vill1244,sign1238,Sign Language,chat1269,San Juan Quiahije Chatino Sign Language,language,
mara1418,Marajo Sign Language,South America,-0.962912,-49.641656,mara1418,,,sign1238/vill1244,sign1238,Sign Language,mara1418,Marajo Sign Language,language,
jhan1234,Jhankot Sign Language,Eurasia,28.933333,82.9,jhan1234,jhs,,sign1238/vill1244,sign1238,Sign Language,jhan1234,Jhankot Sign Language,language,not endangered
moun1255,Mount Avejaha Sign Language,Papunesia,,,moun1255,,,sign1238/vill1244,sign1238,Sign Language,moun1255,Mount Avejaha Sign Language,language,
cent2319,Central Taurus Sign Language,Eurasia,37.0,33.0,cent2319,,,sign1238/vill1244,sign1238,Sign Language,cent2319,Central Taurus Sign Language,language,
alsa1242,Al-Sayyid Bedouin Sign Language,Eurasia,31.284444,34.916111,alsa1242,syy,,sign1238/vill1244,sign1238,Sign Language,alsa1242,Al-Sayyid Bedouin Sign Language,language,shifting
extr1248,Extreme North Cameroon Sign Language,Africa,10.597222,14.315833,extr1248,,,sign1238/vill1244,sign1238,Sign Language,extr1248,Extreme North Cameroon Sign Language,language,
mehe1245,Mehek Sign Language,Papunesia,-3.72792,142.5109,mehe1245,,,sign1238/vill1244,sign1238,Sign Language,mehe1245,Mehek Sign Language,language,
inui1247,Inuit Sign Language,North America,63.748611,-68.519722,inui1247,iks,,sign1238/vill1244,sign1238,Sign Language,inui1247,Inuit Sign Language,language,moribund
anga1315,Angami Naga Sign Language,Eurasia,25.896367,93.719062,anga1315,,,sign1238/vill1244,sign1238,Sign Language,anga1315,Angami Naga Sign Language,language,
qahv1234,Qahvehkhaneh Sign Language,Eurasia,35.667731,51.3668463,qahv1234,,,sign1238/vill1244,sign1238,Sign Language,qahv1234,Qahvehkhaneh Sign Language,language,
beng1239,Kata Kolok,Papunesia,-8.383,115.098,beng1239,bqy,bqy,sign1238/vill1244,sign1238,Sign Language,beng1239,Kata Kolok,language,shifting
jama1256,Jamaican Country Sign Language,North America,17.9997,-76.9321,jama1256,jcs,jcs,sign1238/vill1244,sign1238,Sign Language,jama1256,Jamaican Country Sign Language,language,shifting
amam1247,Amami O Shima Sign Language,Eurasia,28.268372,129.358991,amam1247,,,sign1238/vill1244,sign1238,Sign Language,amam1247,Amami O Shima Sign Language,language,nearly extinct
solo1262,Solomon Islands Sign Language,Papunesia,-9.453975,159.966938,solo1262,szs,,sign1238/vill1244,sign1238,Sign Language,solo1262,Solomon Islands Sign Language,language,not endangered
maxa1248,Maxakali Sign Language,South America,-16.863682,-40.594224,maxa1248,,,sign1238/vill1244,sign1238,Sign Language,maxa1248,Maxakali Sign Language,language,
yuca1236,Yucatec Maya Sign Language,North America,20.5,-89.0,yuca1236,msd,msd,sign1238/vill1244,sign1238,Sign Language,yuca1236,Yucatec Maya Sign Language,language,shifting
mbou1245,Mbour Sign Language,Africa,14.420649,-16.970045,mbou1245,,,sign1238/vill1244,sign1238,Sign Language,mbou1245,Mbour Sign Language,language,
miya1268,Miyakubo Sign Language,Eurasia,34.178195,133.074929,miya1268,,,sign1238/vill1244,sign1238,Sign Language,miya1268,Miyakubo Sign Language,language,not endangered
sina1273,Sinasina Sign Language,Papunesia,-5.954719,145.025508,sina1273,,,sign1238/vill1244,sign1238,Sign Language,sina1273,Sinasina Sign Language,language,
alip1234,Alipur Sign Language,Eurasia,16.843564,77.107525,alip1234,,,sign1238/vill1244,sign1238,Sign Language,alip1234,Alipur Sign Language,language,shifting
adam1238,Adamorobe Sign Language,Africa,5.834,-0.151,adam1238,ads,ads,sign1238/vill1244,sign1238,Sign Language,adam1238,Adamorobe Sign Language,language,shifting
lang1336,Langue des Signes de Bouakako,Africa,8.065846,-3.548218,lang1336,,,sign1238/vill1244,sign1238,Sign Language,lang1336,Langue des Signes de Bouakako,language,
kafr1234,Kafr Qasem Sign Language,Eurasia,32.1151,34.9751,kafr1234,,,sign1238/vill1244,sign1238,Sign Language,kafr1234,Kafr Qasem Sign Language,language,threatened
fren1280,Bay Islands Sign Language,North America,16.35726,-86.461386,fren1280,,,sign1238/vill1244,sign1238,Sign Language,fren1280,Bay Islands Sign Language,language,
juml1239,Jumla Sign Language,Eurasia,29.275278,82.183333,juml1239,jus,,sign1238/vill1244,sign1238,Sign Language,juml1239,Jumla Sign Language,language,threatened
fnqi1234,Far North Queensland Indigenous Sign Language,Australia,-14.830544,142.923879,fnqi1234,,,sign1238/vill1244,sign1238,Sign Language,fnqi1234,Far North Queensland Indigenous Sign Language,language,
mard1245,Mardin Sign Language,Eurasia,37.316667,40.737778,mard1245,,,sign1238/vill1244,sign1238,Sign Language,mard1245,Mardin Sign Language,language,moribund
ghar1240,Ghardaia Sign Language,Africa,32.483333,3.666667,ghar1240,,,sign1238/vill1244,sign1238,Sign Language,ghar1240,Ghardaia Sign Language,language,moribund
prov1248,Providencia-Cayman Sign,,,,prov1248,,,sign1238/vill1244,sign1238,Sign Language,,,family,
doue1234,Douentza Sign Language,Africa,15.006344,-2.956465,doue1234,,,sign1238/vill1244,sign1238,Sign Language,doue1234,Douentza Sign Language,language,
enga1253,Enga Sign Language,Papunesia,-5.408371,143.441436,enga1253,,,sign1238/vill1244,sign1238,Sign Language,enga1253,Enga Sign Language,language,
tere1282,Terena Sign Language,South America,,,tere1282,,,sign1238/vill1244,sign1238,Sign Language,tere1282,Terena Sign Language,language,
yoln1234,Yolngu Sign Language,Australia,-12.283333,136.816667,yoln1234,ygs,,sign1238/vill1244,sign1238,Sign Language,yoln1234,Yolngu Sign Language,language,shifting
kail1256,Kailge Sign Language,Papunesia,-5.89842,144.15251,kail1256,,,sign1238/vill1244,sign1238,Sign Language,kail1256,Kailge Sign Language,language,
miri1273,Miriwoong Sign Language,Australia,-15.77361,128.73861,miri1273,rsm,,sign1238/vill1244,sign1238,Sign Language,miri1273,Miriwoong Sign Language,language,moribund
kaja1257,Kajana Sign Language,South America,3.888611,-55.572222,kaja1257,,,sign1238/vill1244,sign1238,Sign Language,kaja1257,Kajana Sign Language,language,
macu1262,Macushi Sign Language,South America,4.59501,-60.16245,macu1262,,,sign1238/vill1244,sign1238,Sign Language,macu1262,Macushi Sign Language,language,
mart1251,Martha's Vineyard Sign Language,North America,41.414542,-70.625275,mart1251,mre,mre,sign1238/vill1244,sign1238,Sign Language,mart1251,Martha's Vineyard Sign Language,language,extinct
nana1261,Nanabin Sign Language,Africa,5.245634,-0.949953,nana1261,,,sign1238/vill1244,sign1238,Sign Language,nana1261,Nanabin Sign Language,language,
brun1247,Brunca Sign Language,North America,9.978549,-84.821363,brun1247,,,sign1238/vill1244,sign1238,Sign Language,brun1247,Brunca Sign Language,language,shifting
ghan1245,Ghandruk Sign Language,Eurasia,28.377,83.807,ghan1245,gds,,sign1238/vill1244,sign1238,Sign Language,ghan1245,Ghandruk Sign Language,language,nearly extinct
yoru1246,Yoruba Sign Language,Africa,7.15,3.66,yoru1246,,,sign1238/vill1244,sign1238,Sign Language,yoru1246,Yoruba Sign Language,language,
orig1234,Original Costa Rican Sign Language,North America,9.935135,-84.010539,orig1234,,,sign1238/vill1244,sign1238,Sign Language,orig1234,Original Costa Rican Sign Language,language,nearly extinct
bura1295,Bura Sign Language,Africa,10.478601,12.28484,bura1295,,,sign1238/vill1244,sign1238,Sign Language,bura1295,Bura Sign Language,language,
saot1241,Sao Tome and Principe Sign Language,Africa,0.320259,6.722558,saot1241,,,sign1238/vill1244,sign1238,Sign Language,saot1241,Sao Tome and Principe Sign Language,language,not endangered
oldk1238,Old Kentish Sign Language,Eurasia,51.1198,0.98365,oldk1238,okl,,sign1238/vill1244,sign1238,Sign Language,oldk1238,Old Kentish Sign Language,language,extinct
wani1243,Wanib Sign Language,Papunesia,-3.75862,142.53,wani1243,,,sign1238/vill1244,sign1238,Sign Language,wani1243,Wanib Sign Language,language,
prov1243,Providencia Sign Language,North America,13.348416,-81.373888,prov1243,prz,prz,sign1238/vill1244/prov1248,sign1238,Sign Language,prov1243,Providencia Sign Language,language,shifting
oldc1248,Old Cayman Sign Language,North America,19.333333,-81.216667,oldc1248,,,sign1238/vill1244/prov1248,sign1238,Sign Language,oldc1248,Old Cayman Sign Language,language,
berb1261,Berbey Sign Language,Africa,15.278462,-1.769086,berb1261,,,sign1238/fami1234,sign1238,Sign Language,berb1261,Berbey Sign Language,language,
inte1259,International Sign,Eurasia,44.95,11.4,inte1259,ils,,sign1238/pidg1253,sign1238,Sign Language,inte1259,International Sign,language,extinct
arab1398,Arab Sign,,,,arab1398,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
zimb1247,Zimbabwe Sign Language,Africa,-17.9128,31.0216,zimb1247,zib,zib,sign1238/deaf1237,sign1238,Sign Language,zimb1247,Zimbabwe Sign Language,language,not endangered
kurd1260,Kurdish Sign Language,Eurasia,36.829499,44.28591,kurd1260,,,sign1238/deaf1237,sign1238,Sign Language,kurd1260,Kurdish Sign Language,language,
lang1335,Langue des Signes Zairoise,Africa,-3.6211,17.7887,lang1335,,,sign1238/deaf1237,sign1238,Sign Language,lang1335,Langue des Signes Zairoise,language,
burk1234,Burkina Faso Sign Language,Africa,12.363514,-1.5238,burk1234,,,sign1238/deaf1237,sign1238,Sign Language,burk1234,Burkina Faso Sign Language,language,
keny1241,Kenya-Somali Sign Language,Africa,-1.00166,37.1995,keny1241,xki,xki,sign1238/deaf1237,sign1238,Sign Language,keny1241,Kenya-Somali Sign Language,language,not endangered
malt1238,Maltese Sign Language,Eurasia,35.907,14.4824,malt1238,mdl,mdl,sign1238/deaf1237,sign1238,Sign Language,malt1238,Maltese Sign Language,language,not endangered
myan1234,Myanmar Sign,,,,myan1234,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
lsfi1234,LSFic,,,,lsfi1234,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
alba1271,Albanian Sign Language,Eurasia,41.328889,19.817778,alba1271,sqk,,sign1238/deaf1237,sign1238,Sign Language,alba1271,Albanian Sign Language,language,not endangered
jsli1234,JSLic,,,,jsli1234,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
indo1331,Indo-Pakistani-Nepalese Sign,,,,indo1331,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
pers1244,Zaban Eshareh Irani,Eurasia,35.6922,51.0996,pers1244,psc,psc,sign1238/deaf1237,sign1238,Sign Language,pers1244,Zaban Eshareh Irani,language,not endangered
oldc1249,Old Chiangmai-Bangkok-Haiphong Sign,,,,oldc1249,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
turk1288,Turkish Sign Language,Eurasia,41.02675,28.85551,turk1288,tsm,tsm,sign1238/deaf1237,sign1238,Sign Language,turk1288,Turkish Sign Language,language,not endangered
russ1270,RSLic,,,,russ1270,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
pena1248,Penang Sign Language,Eurasia,5.375,100.254,pena1248,psg,psg,sign1238/deaf1237,sign1238,Sign Language,pena1248,Penang Sign Language,language,shifting
bsli1234,BSLic,,,,bsli1234,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
maur1240,Mauritian Sign Language,Africa,-20.166667,57.516667,maur1240,lsy,,sign1238/deaf1237,sign1238,Sign Language,maur1240,Mauritian Sign Language,language,not endangered
haus1246,Hausa Sign Language,Africa,8.486,7.168,haus1246,hsl,hsl,sign1238/deaf1237,sign1238,Sign Language,haus1246,Hausa Sign Language,language,not endangered
tanz1238,Tanzanian Sign Language,Africa,-6.82431,39.127,tanz1238,tza,tza,sign1238/deaf1237,sign1238,Sign Language,tanz1238,Tanzanian Sign Language,language,not endangered
guat1249,Guatemalan Sign Language,North America,14.5034,-90.5667,guat1249,gsm,gsm,sign1238/deaf1237,sign1238,Sign Language,guat1249,Guatemalan Sign Language,language,shifting
moza1235,Mozambican Sign Language,Africa,-19.811,34.613,moza1235,mzy,mzy,sign1238/deaf1237,sign1238,Sign Language,moza1235,Mozambican Sign Language,language,not endangered
chil1284,Chile-Paraguay-Uruguay Sign,,,,chil1284,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
zamb1239,Zambian Sign Language,Africa,-15.5134,28.9898,zamb1239,zsl,zsl,sign1238/deaf1237,sign1238,Sign Language,zamb1239,Zambian Sign Language,language,not endangered
arge1236,Argentine Sign Language,South America,-34.797,-59.1798,arge1236,aed,,sign1238/deaf1237,sign1238,Sign Language,arge1236,Argentine Sign Language,language,not endangered
nica1238,Nicaraguan Sign Language,North America,12.2509,-86.3399,nica1238,ncs,ncs,sign1238/deaf1237,sign1238,Sign Language,nica1238,Nicaraguan Sign Language,language,shifting
csli1234,CSLic,,,,csli1234,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
swed1257,Swedish Sign,,,,swed1257,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
camb1244,Cambodian Sign Language,Eurasia,11.557804,104.870261,camb1244,,,sign1238/deaf1237,sign1238,Sign Language,camb1244,Cambodian Sign Language,language,shifting
bama1249,Langue de Signes Malienne,Africa,12.651,-8.00136,bama1249,bog,bog,sign1238/deaf1237,sign1238,Sign Language,bama1249,Langue de Signes Malienne,language,shifting
unun9986,Unclassified Deaf Sign Language,,,,unun9986,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
span1269,Spanish Sign,,,,span1269,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
tibe1277,Tibetan Sign Language,Eurasia,29.651803,91.157981,tibe1277,lsn,,sign1238/deaf1237,sign1238,Sign Language,tibe1277,Tibetan Sign Language,language,shifting
afgh1239,Afghan Sign Language,Eurasia,34.434167,70.447778,afgh1239,afg,,sign1238/deaf1237,sign1238,Sign Language,afgh1239,Afghan Sign Language,language,not endangered
sril1237,Sri Lankan Sign Language,Eurasia,7.10588,79.857,sril1237,sqs,sqs,sign1238/deaf1237,sign1238,Sign Language,sril1237,Sri Lankan Sign Language,language,threatened
dgsi1234,DGSic,,,,dgsi1234,,,sign1238/deaf1237,sign1238,Sign Language,,,family,
leva1240,Levantine-Iraqi Sign,,,,leva1240,,,sign1238/deaf1237/arab1398,sign1238,Sign Language,,,family,
yeme1237,Yemeni Sign Language,Eurasia,15.354531,44.200281,yeme1237,,,sign1238/deaf1237/arab1398,sign1238,Sign Language,yeme1237,Yemeni Sign Language,language,
kuwa1252,Kuwaiti Sign Language,Eurasia,29.376662,47.98118,kuwa1252,,,sign1238/deaf1237/arab1398,sign1238,Sign Language,kuwa1252,Kuwaiti Sign Language,language,
saud1238,Saudi Arabian Sign Language,Eurasia,23.614,46.4714,saud1238,sdl,sdl,sign1238/deaf1237/arab1398,sign1238,Sign Language,saud1238,Saudi Arabian Sign Language,language,not endangered
egyp1238,Egypt Sign Language,Africa,29.567,29.654,egyp1238,esl,esl,sign1238/deaf1237/arab1398,sign1238,Sign Language,egyp1238,Egypt Sign Language,language,not endangered
liby1235,Libyan Sign Language,Africa,29.512,17.573,liby1235,lbs,lbs,sign1238/deaf1237/arab1398,sign1238,Sign Language,liby1235,Libyan Sign Language,language,not endangered
jord1238,Levantine Arabic Sign Language,Eurasia,31.8202,36.0829,jord1238,jos,jos,sign1238/deaf1237/arab1398/leva1240,sign1238,Sign Language,jord1238,Levantine Arabic Sign Language,language,not endangered
iraq1246,Iraqi Sign Language,Eurasia,33.308738,44.377867,iraq1246,,,sign1238/deaf1237/arab1398/leva1240,sign1238,Sign Language,iraq1246,Iraqi Sign Language,language,
zimb1248,Zimbabwe Community Sign,Africa,,,zimb1248,,zib-zcs,sign1238/deaf1237/zimb1247,sign1238,Sign Language,zimb1247,Zimbabwe Sign Language,dialect,
mate1262,Matebeleland Zimbabwe Sign,Africa,,,mate1262,,,sign1238/deaf1237/zimb1247,sign1238,Sign Language,zimb1247,Zimbabwe Sign Language,dialect,
mash1272,Mashonaland Zimbabwe Sign,Africa,,,mash1272,,,sign1238/deaf1237/zimb1247,sign1238,Sign Language,zimb1247,Zimbabwe Sign Language,dialect,
midl1242,Midlands Zimbabwe Sign,Africa,,,midl1242,,,sign1238/deaf1237/zimb1247,sign1238,Sign Language,zimb1247,Zimbabwe Sign Language,dialect,
masv1236,Masvingo School Sign,Africa,,,masv1236,,zib-mas,sign1238/deaf1237/zimb1247,sign1238,Sign Language,zimb1247,Zimbabwe Sign Language,dialect,
mani1306,Manicaland Zimbabwe Sign,Africa,,,mani1306,,,sign1238/deaf1237/zimb1247,sign1238,Sign Language,zimb1247,Zimbabwe Sign Language,dialect,
zimb1235,Zimbabwe School Sign,Africa,,,zimb1235,,zib-zss,sign1238/deaf1237/zimb1247,sign1238,Sign Language,zimb1247,Zimbabwe Sign Language,dialect,
yang1309,Yangoon Myanmar Sign Language,Eurasia,16.78599,96.13867,yang1309,,,sign1238/deaf1237/myan1234,sign1238,Sign Language,yang1309,Yangoon Myanmar Sign Language,language,not endangered
mand1477,Mandalay Myanmar Sign Language,Eurasia,21.93575,96.10784,mand1477,,,sign1238/deaf1237/myan1234,sign1238,Sign Language,mand1477,Mandalay Myanmar Sign Language,language,
esto1238,Estonian Sign Language,Eurasia,58.947,24.566,esto1238,eso,eso,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,esto1238,Estonian Sign Language,language,shifting
yugo1239,Yugoslav Sign,,,,yugo1239,,,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,,,family,
phil1239,Philippine Sign Language,Papunesia,16.916,121.512,phil1239,psp,psp,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,phil1239,Philippine Sign Language,language,not endangered
dani1289,Danish Sign,,,,dani1289,,,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,,,family,
swis1241,Swiss-French Sign Language,Eurasia,46.72252,6.78425,swis1241,ssr,ssr,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,swis1241,Swiss-French Sign Language,language,shifting
alge1235,Algerian Sign Language,Africa,36.4762,3.5462,alge1235,asp,,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,alge1235,Algerian Sign Language,language,not endangered
